Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,AQI
2015-10-15,25.491453658536585,126.59,8.94,103.37,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-16,25.491453658536585,126.59,8.94,109.07,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-17,25.491453658536585,126.59,8.94,77.91,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-18,25.491453658536585,126.59,8.94,64.58,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-19,25.491453658536585,126.59,8.94,76.48,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-20,25.491453658536585,126.59,8.94,119.37,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-21,25.491453658536585,126.59,8.94,116.6,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-22,25.491453658536585,126.59,8.94,92.44,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-23,25.491453658536585,126.59,8.94,82.39,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-24,25.491453658536585,126.59,8.94,99.83,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-25,25.491453658536585,126.59,8.94,80.41,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-26,25.491453658536585,126.59,8.94,82.05,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-27,25.491453658536585,126.59,8.94,82.3,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-28,25.491453658536585,126.59,8.94,105.83,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-29,25.491453658536585,126.59,8.94,134.01,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-30,25.491453658536585,126.59,8.94,107.34,0,193.8541945131069,17.23999999960797,0,0,76
2015-10-31,25.491453658536585,126.59,8.94,91.69,0,193.8541945131069,17.23999999960797,0,0,76
2015-11-01,25.491453658536585,126.59,8.94,96.58,0,193.8541945131069,17.23999999960797,0,0,76
2015-11-02,25.491453658536585,126.59,8.94,97.69,0,193.8541945131069,17.23999999960797,0,0,76
2015-11-03,25.491453658536585,126.59,8.94,134.01,0,193.8541945131069,17.23999999960797,0,0,76
2015-11-04,25.491453658536585,126.59,8.94,152.3,0,193.8541945131069,17.23999999960797,0,0,76
2015-11-05,25.491453658536585,126.59,8.94,129.37,0,193.8541945131069,17.23999999960797,0,0,76
2015-11-06,25.491453658536585,126.59,8.94,145.27,0,193.8541945131069,17.23999999960797,0,0,76
2015-11-07,25.491453658536585,126.59,8.94,146.31,0,193.8541945131069,17.23999999960797,0,0,76
2015-11-08,25.491453658536585,126.59,8.94,136.41,0,193.8541945131069,17.23999999960797,0,0,76
2015-11-09,25.491453658536585,126.59,8.94,151.71,0,193.8541945131069,17.23999999960797,0,0,76
2015-11-10,25.491453658536585,126.59,8.94,152.57,0,193.8541945131069,17.23999999960797,0,0,76
2015-11-11,25.491453658536585,126.59,8.94,129.33,0,193.8541945131069,17.23999999960797,0,0,76
2015-11-12,25.491453658536585,126.59,8.94,108.3,0,193.8541945131069,17.23999999960797,0,0,76
2015-11-13,25.491453658536585,126.59,8.94,108.14,0,193.8541945131069,17.23999999960797,0,0,76
2015-11-14,25.491453658536585,126.59,8.94,118.58,0,193.8541945131069,17.23999999960797,0,0,76
